1,1,1
1,1,1
0.965686262,0.965686262,0.965686262
0.931372523,0.931372523,0.931372523
0.897058845,0.897058845,0.897058845
0.862745106,0.862745106,0.862745106
0.862443447,0.856561065,0.868024111
0.862141788,0.850377083,0.873303175
0.861840129,0.844193101,0.878582239
0.86153847,0.838009059,0.883861244
0.861236811,0.831825018,0.889140248
0.860935152,0.825641036,0.894419312
0.860633492,0.819457054,0.899698377
0.860331833,0.813273013,0.904977381
0.860030174,0.807088971,0.910256386
0.859728515,0.800904989,0.91553545
0.859426856,0.794721007,0.920814514
0.859125197,0.788536966,0.926093519
0.858823538,0.782352924,0.931372523
0.858521879,0.776168942,0.936651587
0.85822022,0.769984961,0.941930652
0.857918561,0.763800919,0.947209656
0.857616901,0.757616878,0.952488661
0.857315242,0.751432896,0.957767725
0.857013583,0.745248914,0.963046789
0.856711924,0.739064872,0.968325794
0.856410265,0.732880831,0.973604798
0.856108606,0.726696849,0.978883862
0.855806947,0.720512867,0.984162927
0.855505288,0.714328825,0.989441931
0.855203629,0.708144784,0.994720936
0.854901969,0.701960802,1
0.851593137,0.680024505,0.992156863
0.848284304,0.658088267,0.984313726
0.844975471,0.636151969,0.97647059
0.841666698,0.614215732,0.968627453
0.838357866,0.592279434,0.960784316
0.835049033,0.570343137,0.952941179
0.831740201,0.548406899,0.945098042
0.828431368,0.526470602,0.937254906
0.825122535,0.504534304,0.929411769
0.821813762,0.482598066,0.921568632
0.81850493,0.460661769,0.913725495
0.815196097,0.438725501,0.905882359
0.811887264,0.416789234,0.898039222
0.808578432,0.394852936,0.890196085
0.805269599,0.372916669,0.882352948
0.801960826,0.350980401,0.874509811
0.798651993,0.329044133,0.866666675
0.795343161,0.307107866,0.858823538
0.792034328,0.285171568,0.850980401
0.788725495,0.263235301,0.843137264
0.785416663,0.241299033,0.835294127
0.78210783,0.219362751,0.827450991
0.778799057,0.197426468,0.819607854
0.775490224,0.175490201,0.811764717
0.772181392,0.153553933,0.80392158
0.768872559,0.13161765,0.796078444
0.765563726,0.109681375,0.788235307
0.762254894,0.0877451,0.78039217
0.758946121,0.065808825,0.772549033
0.755637288,0.04387255,0.764705896
0.752328455,0.021936275,0.75686276
0.749019623,0,0.749019623
0.72561276,0.023406863,0.749019623
0.702205896,0.046813726,0.749019623
0.678799033,0.07022059,0.749019623
0.65539217,0.093627453,0.749019623
0.631985307,0.117034316,0.749019623
0.608578444,0.140441179,0.749019623
0.58517158,0.163848042,0.749019623
0.561764717,0.187254906,0.749019623
0.538357854,0.210661769,0.749019623
0.514950991,0.234068632,0.749019623
0.491544127,0.257475495,0.749019623
0.468137264,0.280882359,0.749019623
0.444730401,0.304289222,0.749019623
0.421323538,0.327696085,0.749019623
0.397916675,0.351102948,0.749019623
0.374509811,0.374509811,0.749019623
0.351102948,0.397916675,0.749019623
0.327696085,0.421323538,0.749019623
0.304289222,0.444730401,0.749019623
0.280882359,0.468137264,0.749019623
0.257475495,0.491544127,0.749019623
0.234068632,0.514950991,0.749019623
0.210661769,0.538357854,0.749019623
0.187254906,0.561764717,0.749019623
0.163848042,0.58517158,0.749019623
0.140441179,0.608578444,0.749019623
0.117034316,0.631985307,0.749019623
0.093627453,0.65539217,0.749019623
0.07022059,0.678799033,0.749019623
0.046813726,0.702205896,0.749019623
0.023406863,0.72561276,0.749019623
0,0.749019623,0.749019623
0,0.75686276,0.72561276
0,0.764705896,0.702205896
0,0.772549033,0.678799033
0,0.78039217,0.65539217
0,0.788235307,0.631985307
0,0.796078444,0.608578444
0,0.80392158,0.58517158
0,0.811764717,0.561764717
0,0.819607854,0.538357854
0,0.827450991,0.514950991
0,0.835294127,0.491544127
0,0.843137264,0.468137264
0,0.850980401,0.444730401
0,0.858823538,0.421323538
0,0.866666675,0.397916675
0,0.874509811,0.374509811
0,0.882352948,0.351102948
0,0.890196085,0.327696085
0,0.898039222,0.304289222
0,0.905882359,0.280882359
0,0.913725495,0.257475495
0,0.921568632,0.234068632
0,0.929411769,0.210661769
0,0.937254906,0.187254906
0,0.945098042,0.163848042
0,0.952941179,0.140441179
0,0.960784316,0.117034316
0,0.968627453,0.093627453
0,0.97647059,0.07022059
0,0.984313726,0.046813726
0,0.992156863,0.023406863
0,1,0
0.03125,1,0
0.0625,1,0
0.09375,1,0
0.125,1,0
0.15625,1,0
0.1875,1,0
0.21875,1,0
0.25,1,0
0.28125,1,0
0.3125,1,0
0.34375,1,0
0.375,1,0
0.40625,1,0
0.4375,1,0
0.46875,1,0
0.5,1,0
0.53125,1,0
0.5625,1,0
0.59375,1,0
0.625,1,0
0.65625,1,0
0.6875,1,0
0.71875,1,0
0.75,1,0
0.78125,1,0
0.8125,1,0
0.84375,1,0
0.875,1,0
0.90625,1,0
0.9375,1,0
0.96875,1,0
1,1,0
0.995955884,0.984068632,0
0.991911769,0.968137264,0
0.987867653,0.952205896,0
0.983823538,0.936274529,0
0.979779422,0.920343161,0
0.975735307,0.904411793,0
0.971691191,0.888480365,0
0.967647076,0.872548997,0
0.96360296,0.85661763,0
0.959558845,0.840686262,0
0.955514729,0.824754894,0
0.951470613,0.808823526,0
0.947426498,0.792892158,0
0.943382382,0.77696079,0
0.939338267,0.761029422,0
0.935294151,0.745098054,0
0.931249976,0.729166687,0
0.927205861,0.713235319,0
0.923161745,0.697303951,0
0.91911763,0.681372523,0
0.915073514,0.665441155,0
0.911029398,0.649509788,0
0.906985283,0.63357842,0
0.902941167,0.617647052,0
0.898897052,0.601715684,0
0.894852936,0.585784316,0
0.890808821,0.569852948,0
0.886764705,0.55392158,0
0.88272059,0.537990212,0
0.878676474,0.522058845,0
0.874632359,0.506127477,0
0.870588243,0.490196079,0
0.86985296,0.479901969,0
0.869117677,0.46960783,0
0.868382335,0.45931372,0
0.867647052,0.449019611,0
0.866911769,0.438725501,0
0.866176486,0.428431362,0
0.865441203,0.418137252,0
0.86470592,0.407843143,0
0.863970578,0.397549033,0
0.863235295,0.387254894,0
0.862500012,0.376960784,0
0.861764729,0.366666675,0
0.861029446,0.356372565,0
0.860294104,0.346078426,0
0.859558821,0.335784316,0
0.858823538,0.325490206,0
0.858088255,0.315196067,0
0.857352972,0.304901958,0
0.85661763,0.294607848,0
0.855882347,0.284313738,0
0.855147064,0.274019599,0
0.854411781,0.263725489,0
0.853676498,0.25343138,0
0.852941155,0.243137255,0
0.852205873,0.232843146,0
0.85147059,0.222549021,0
0.850735307,0.212254912,0
0.850000024,0.201960787,0
0.849264741,0.191666678,0
0.848529398,0.181372553,0
0.847794116,0.171078444,0
0.847058833,0.160784319,0
0.820588231,0.155759811,0
0.79411763,0.150735304,0
0.767647088,0.145710796,0
0.741176486,0.140686274,0
0.714705884,0.135661766,0
0.688235283,0.130637258,0
0.661764741,0.125612751,0
0.635294139,0.120588243,0
0.608823538,0.115563728,0
0.582352936,0.11053922,0
0.555882335,0.105514713,0
0.529411793,0.100490198,0
0.502941191,0.09546569,0
0.47647059,0.090441182,0
0.450000018,0.085416667,0
0.423529416,0.08039216,0
0.397058815,0.075367652,0
0.370588243,0.070343137,0
0.344117641,0.065318629,0
0.31764707,0.060294122,0
0.291176468,0.05526961,0
0.264705896,0.050245099,0
0.238235295,0.045220591,0
0.211764708,0.04019608,0
0.185294122,0.035171568,0
0.158823535,0.030147061,0
0.132352948,0.025122549,0
0.105882354,0.02009804,0
0.079411767,0.01507353,0
0.052941177,0.01004902,0
0.026470589,0.00502451,0
0,0,0
